Judet,UAT,Localitate,Siruta,"Nr sectie de votare","Nume sectie de votare",Mediu,"Înscriși pe liste permanente",LP,LS,LSC,UM,LT,"Barbati 18-24","Barbati 25-34","Barbati 35-44","Barbati 45-64","Barbati 65+","Femei 18-24","Femei 25-34","Femei 35-44","Femei 45-64","Femei 65+","Barbati 18","Barbati 19","Barbati 20","Barbati 21","Barbati 22","Barbati 23","Barbati 24","Barbati 25","Barbati 26","Barbati 27","Barbati 28","Barbati 29","Barbati 30","Barbati 31","Barbati 32","Barbati 33","Barbati 34","Barbati 35","Barbati 36","Barbati 37","Barbati 38","Barbati 39","Barbati 40","Barbati 41","Barbati 42","Barbati 43","Barbati 44","Barbati 45","Barbati 46","Barbati 47","Barbati 48","Barbati 49","Barbati 50","Barbati 51","Barbati 52","Barbati 53","Barbati 54","Barbati 55","Barbati 56","Barbati 57","Barbati 58","Barbati 59","Barbati 60","Barbati 61","Barbati 62","Barbati 63","Barbati 64","Barbati 65","Barbati 66","Barbati 67","Barbati 68","Barbati 69","Barbati 70","Barbati 71","Barbati 72","Barbati 73","Barbati 74","Barbati 75","Barbati 76","Barbati 77","Barbati 78","Barbati 79","Barbati 80","Barbati 81","Barbati 82","Barbati 83","Barbati 84","Barbati 85","Barbati 86","Barbati 87","Barbati 88","Barbati 89","Barbati 90","Barbati 91","Barbati 92","Barbati 93","Barbati 94","Barbati 95","Barbati 96","Barbati 97","Barbati 98","Barbati 99","Barbati 100","Barbati 101","Barbati 102","Barbati 103","Barbati 104","Barbati 105","Barbati 106","Barbati 107","Barbati 108","Barbati 109","Barbati 110","Barbati 111","Barbati 112","Barbati 113","Barbati 114","Barbati 115","Barbati 116","Barbati 117","Barbati 118","Barbati 119","Barbati 120","Femei 18","Femei 19","Femei 20","Femei 21","Femei 22","Femei 23","Femei 24","Femei 25","Femei 26","Femei 27","Femei 28","Femei 29","Femei 30","Femei 31","Femei 32","Femei 33","Femei 34","Femei 35","Femei 36","Femei 37","Femei 38","Femei 39","Femei 40","Femei 41","Femei 42","Femei 43","Femei 44","Femei 45","Femei 46","Femei 47","Femei 48","Femei 49","Femei 50","Femei 51","Femei 52","Femei 53","Femei 54","Femei 55","Femei 56","Femei 57","Femei 58","Femei 59","Femei 60","Femei 61","Femei 62","Femei 63","Femei 64","Femei 65","Femei 66","Femei 67","Femei 68","Femei 69","Femei 70","Femei 71","Femei 72","Femei 73","Femei 74","Femei 75","Femei 76","Femei 77","Femei 78","Femei 79","Femei 80","Femei 81","Femei 82","Femei 83","Femei 84","Femei 85","Femei 86","Femei 87","Femei 88","Femei 89","Femei 90","Femei 91","Femei 92","Femei 93","Femei 94","Femei 95","Femei 96","Femei 97","Femei 98","Femei 99","Femei 100","Femei 101","Femei 102","Femei 103","Femei 104","Femei 105","Femei 106","Femei 107","Femei 108","Femei 109","Femei 110","Femei 111","Femei 112","Femei 113","Femei 114","Femei 115","Femei 116","Femei 117","Femei 118","Femei 119","Femei 120"
AB,"MUNICIPIUL ALBA IULIA",MICEŞTI,1017,47,"ŞCOALA GIMNAZIALĂ MICEŞTI - SALA DE SPORT",U,1255,676,54,0,0,730,23,49,99,127,53,24,67,100,130,58,2,2,3,2,8,3,3,4,4,8,6,1,4,5,3,7,7,8,10,11,10,10,4,12,13,9,12,14,5,9,14,12,10,5,6,4,3,6,2,6,6,5,4,9,2,3,2,2,6,7,4,5,6,5,4,3,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,2,2,2,4,3,3,4,4,5,12,12,9,8,7,9,15,9,9,13,12,7,8,8,10,6,15,9,9,3,8,3,7,3,10,8,5,7,3,9,5,4,9,6,1,7,7,1,4,5,9,2,5,0,3,3,1,3,1,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA",MICEŞTI,1017,48,"ŞCOALA GIMNAZIALĂ MICEŞTI",U,1476,811,62,0,0,873,28,40,95,179,91,31,48,85,180,96,5,5,11,1,3,2,1,2,3,8,1,2,8,7,4,3,2,8,10,10,9,9,13,8,6,12,10,7,8,5,12,9,14,7,11,10,9,10,9,11,8,5,2,7,13,14,8,10,7,6,7,13,5,7,3,5,4,6,5,5,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1,2,3,5,4,6,2,3,2,5,7,4,6,6,7,7,5,13,14,10,7,8,10,5,6,9,9,8,11,12,11,5,5,14,15,8,9,8,6,10,7,8,8,8,9,8,5,9,11,10,5,6,6,10,7,2,4,3,2,2,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA",OARDA,1017,49,"CĂMINUL CULTURAL OARDA DE JOS",U,1290,655,40,0,0,695,27,43,68,149,80,20,37,54,151,66,9,4,3,3,4,1,3,3,3,4,6,6,1,3,3,2,12,10,5,5,4,5,8,7,9,8,7,12,4,6,10,4,8,14,11,5,11,7,6,6,10,5,6,7,4,10,3,7,2,5,7,5,3,7,7,5,10,4,1,1,5,3,1,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,5,1,2,2,3,1,5,3,1,4,3,6,9,5,6,4,3,9,5,7,5,5,5,8,8,9,10,8,8,7,5,5,10,11,8,9,5,8,3,9,6,7,7,4,1,4,4,7,7,8,6,4,5,3,2,3,0,2,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA",OARDA,1017,50,"GRĂDINIŢA CU PROGRAM NORMAL OARDA DE SUS",U,734,352,23,0,0,375,21,25,31,88,29,13,24,25,85,34,5,3,2,3,0,2,6,4,2,6,1,1,3,3,3,1,1,5,3,3,4,2,3,4,3,1,3,3,5,5,5,5,5,7,8,5,6,4,4,7,5,1,4,3,2,1,3,2,3,4,3,2,2,0,3,2,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,3,2,0,1,5,0,1,4,2,2,4,5,3,4,1,4,2,3,2,0,2,4,2,3,4,4,2,8,5,4,12,6,4,3,8,5,1,4,4,2,2,2,1,4,5,0,2,2,4,5,1,4,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA",PÂCLIŞA,1017,51,"ŞCOALA PRIMARĂ PÂCLIŞA",U,839,373,20,0,0,393,14,30,30,71,49,18,34,35,75,37,2,5,0,2,1,1,3,0,3,1,3,2,5,4,7,3,2,4,1,2,4,7,2,2,2,3,3,3,1,7,6,4,6,6,3,4,4,3,4,4,3,1,3,1,1,5,2,5,2,5,3,3,5,2,2,5,2,3,5,1,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,2,4,1,4,3,4,4,3,5,6,2,2,1,3,2,5,4,2,3,0,5,7,4,6,5,3,3,1,4,4,4,4,3,7,7,4,4,4,0,3,1,3,5,5,2,5,0,2,3,7,4,3,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,52,"ȘCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",U,1307,580,54,0,1,635,18,22,50,107,90,30,23,53,143,99,4,4,5,0,0,2,3,1,3,3,3,1,3,2,2,3,1,4,3,5,7,5,5,4,5,7,5,5,1,6,5,9,6,5,5,7,5,5,6,4,2,5,7,7,6,3,8,11,11,9,5,10,9,5,9,3,5,5,2,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,2,3,3,8,1,4,4,1,1,4,3,1,3,1,3,6,5,8,5,4,7,5,5,5,4,5,9,9,8,9,2,6,6,7,4,6,4,6,8,9,10,10,13,8,10,9,9,3,12,9,7,13,3,4,4,2,4,1,1,1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,53,"ȘCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",U,1455,628,85,0,1,714,21,49,54,134,94,22,33,59,148,100,4,2,2,3,1,3,6,5,4,7,6,3,4,2,7,4,7,6,5,5,3,8,3,2,6,7,9,6,4,7,6,11,4,8,9,4,14,8,8,6,5,6,8,6,6,4,4,7,7,10,4,6,8,10,9,2,3,8,3,3,4,3,0,0,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,3,2,4,7,1,4,1,4,2,3,2,6,3,5,9,1,6,13,3,5,3,10,4,4,7,13,6,5,9,6,3,2,11,19,9,8,6,10,7,10,5,5,3,7,8,6,8,7,13,8,5,5,5,3,3,0,3,4,2,5,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,54,"ŞCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",U,956,368,34,0,0,402,8,24,27,83,63,13,23,27,82,52,1,1,2,1,0,1,2,3,2,2,1,3,3,3,3,2,2,1,3,3,2,1,4,4,4,2,3,5,3,1,3,5,5,5,7,1,7,4,5,2,3,4,3,3,6,3,8,1,3,5,4,6,5,7,4,6,5,3,1,3,0,2,2,0,0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,2,0,1,5,1,8,0,2,1,1,0,4,1,3,2,3,1,2,4,6,1,3,2,4,1,2,3,1,4,4,7,3,3,6,4,10,9,6,1,2,5,6,1,4,4,6,8,6,4,5,2,3,0,2,1,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,56,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",U,879,373,41,0,1,415,9,13,32,88,68,14,11,26,91,63,0,0,2,2,1,1,3,0,0,1,4,1,1,0,1,3,2,1,2,5,2,3,3,6,5,3,2,3,5,2,6,4,6,6,2,6,6,4,2,4,2,7,5,5,5,6,2,5,6,5,11,4,6,1,3,2,3,6,3,1,2,1,2,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,3,3,1,3,0,0,0,1,0,0,1,5,1,4,2,2,3,1,3,5,2,3,4,0,2,4,5,6,3,2,5,5,4,5,7,4,4,5,8,5,5,8,11,1,7,3,9,4,3,1,4,7,3,1,0,1,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,57,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",U,1059,460,29,0,0,489,17,29,25,104,64,21,25,28,97,79,2,2,5,2,2,2,2,0,5,2,3,4,4,2,3,3,3,3,3,5,3,0,2,3,2,0,4,6,5,4,7,3,5,7,1,2,7,5,9,4,7,2,6,6,7,3,8,3,3,3,5,2,7,5,3,1,5,6,2,4,1,1,3,2,1,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1,2,5,2,3,1,3,0,1,6,2,2,4,3,2,5,4,0,1,3,3,2,5,3,4,5,3,2,2,4,9,3,8,6,8,10,5,5,3,5,4,2,7,2,5,8,2,4,3,9,7,9,5,2,2,3,5,1,2,4,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,58,"ȘCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",U,1206,476,60,0,127,663,61,71,58,138,67,22,35,38,97,76,2,7,22,10,6,5,9,9,3,4,5,7,8,17,8,6,4,6,10,11,7,3,4,4,8,2,3,11,8,6,5,7,7,7,10,4,10,7,12,10,4,1,2,7,6,10,4,5,5,9,4,3,9,4,5,3,2,3,2,1,2,2,3,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,6,0,3,4,5,5,4,2,3,2,2,2,7,3,3,6,3,2,2,0,5,4,7,6,3,3,8,7,7,3,7,5,7,8,1,4,8,3,1,3,8,4,5,2,3,5,6,7,6,5,2,8,4,8,1,3,5,2,3,2,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,59,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",U,1100,434,36,0,128,598,30,63,71,138,66,18,18,25,96,73,3,4,3,6,4,4,6,6,11,3,6,3,2,6,7,9,10,8,8,6,10,5,4,9,6,7,8,8,12,4,10,9,7,0,8,14,7,11,9,6,4,4,6,6,5,2,6,10,3,3,6,5,5,6,4,3,1,2,4,1,4,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,3,1,2,1,1,1,1,1,0,3,1,3,6,3,5,2,2,3,3,0,2,2,3,5,3,4,2,5,7,4,7,4,4,8,8,3,4,5,7,2,4,4,6,11,2,6,2,8,5,7,2,4,5,7,2,0,5,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,60,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",U,1093,458,30,0,103,591,50,59,58,101,58,14,25,37,110,79,5,6,6,9,5,7,12,4,9,4,5,3,9,4,10,5,6,7,10,6,3,4,4,7,5,7,5,4,7,3,6,6,9,11,5,0,5,7,8,2,3,2,4,7,5,2,5,4,3,5,5,2,6,4,5,2,3,7,5,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,1,0,2,5,3,2,4,0,0,1,4,2,4,3,4,2,4,7,5,0,7,2,3,6,3,3,5,8,9,4,10,4,4,5,2,7,11,4,6,2,7,6,4,7,2,1,7,10,8,9,6,10,4,2,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,61,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",U,1063,440,21,0,115,576,32,63,69,93,83,17,20,32,85,82,3,8,5,4,2,6,4,8,15,8,9,5,1,5,4,5,3,5,11,7,9,6,5,6,5,10,5,12,5,6,5,4,9,2,7,6,5,2,4,4,3,2,3,2,5,3,4,7,5,6,1,7,7,7,8,8,4,5,3,4,3,0,4,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,2,2,3,3,2,0,2,3,3,0,2,0,5,3,0,1,3,4,3,4,7,2,5,6,8,7,6,8,5,4,5,2,1,5,6,4,1,4,2,2,0,5,4,7,5,9,6,7,3,6,3,11,6,4,2,2,5,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,62,"ȘCOALA GIMNAZIALĂ „AXENTE SEVER” AIUD",U,1188,516,19,0,125,660,26,60,64,117,103,22,12,30,93,133,5,1,0,7,6,4,3,6,5,5,7,8,2,7,8,9,3,8,5,11,6,3,5,6,6,9,5,9,4,6,5,5,4,4,12,9,5,5,9,4,3,3,7,9,3,8,3,4,2,9,11,13,12,6,5,7,5,5,4,6,5,1,1,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,1,6,3,0,2,1,0,0,2,1,2,2,1,1,2,1,2,6,0,1,5,2,6,5,6,6,3,2,8,0,5,2,7,2,8,2,7,7,4,1,1,8,6,8,9,12,16,20,11,8,7,13,8,6,6,3,4,2,1,1,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,63,"COLEGIUL NAŢIONAL ”TITU MAIORESCU” AIUD",U,1392,588,52,0,57,697,16,50,52,151,88,19,44,56,142,79,3,4,2,3,1,1,2,6,2,3,9,2,6,5,6,4,7,3,4,11,5,8,7,2,2,4,6,5,6,8,9,8,4,10,6,8,7,14,5,10,3,8,5,17,7,5,6,7,10,6,9,7,6,9,6,5,4,4,1,3,3,1,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,3,3,2,4,8,4,1,3,0,5,4,5,10,1,7,5,7,10,6,4,4,8,4,2,4,7,12,10,8,7,7,7,10,9,9,10,1,1,9,4,7,11,7,6,7,5,2,7,7,8,6,4,8,1,2,3,2,2,2,1,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,64,"LICEUL TEHNOLOGIC AIUD",U,710,292,11,0,0,303,7,13,34,42,49,11,14,26,60,47,1,0,0,1,1,1,3,2,0,0,3,0,2,1,2,2,1,3,3,4,2,3,4,2,4,4,5,1,1,5,2,3,1,3,3,1,2,3,2,2,2,1,2,3,2,2,1,1,4,4,7,4,4,1,2,6,2,7,2,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,2,1,0,0,0,1,2,1,2,4,2,2,3,5,3,1,2,2,2,1,3,4,2,1,4,4,4,2,2,4,2,1,5,3,3,2,1,3,4,6,4,3,7,5,4,4,1,7,2,3,3,1,2,1,1,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,65,"LICEUL TEHNOLOGIC AIUD",U,630,263,23,0,0,286,3,8,26,47,45,6,16,30,60,45,1,0,1,0,0,0,1,1,0,0,1,1,2,0,1,1,1,3,3,1,2,1,4,6,2,2,2,4,4,6,0,1,1,2,2,0,2,2,4,3,3,2,2,1,1,4,3,4,1,4,4,3,7,1,2,3,4,2,3,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,2,1,0,1,0,5,2,1,1,3,3,3,5,2,5,5,1,2,0,4,3,1,1,2,3,1,3,2,2,4,4,4,4,2,6,3,6,3,2,4,2,4,8,2,3,4,2,5,3,3,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,55,"ŞCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",U,1137,497,41,0,0,538,13,31,45,118,53,13,41,42,122,60,1,2,3,1,4,2,0,4,4,4,4,1,1,2,7,2,2,6,4,6,5,6,5,3,1,5,4,7,5,11,6,4,8,9,3,4,9,6,4,8,4,6,1,3,6,5,9,3,7,7,7,4,4,3,2,2,3,2,1,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,3,3,4,2,6,2,1,5,4,4,8,5,4,4,3,6,4,0,3,8,6,4,5,11,8,4,5,4,7,3,4,4,6,15,4,4,3,7,9,4,9,6,3,4,8,3,4,2,4,6,5,2,1,3,1,1,1,1,5,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD","AIUDUL DE SUS",1213,66,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” AIUDUL DE SUS",U,862,291,23,0,0,314,18,19,23,61,43,9,24,21,59,37,4,4,1,2,1,3,3,3,1,1,1,1,2,1,3,2,4,3,4,1,1,4,2,1,1,1,5,3,2,5,3,4,3,2,2,2,5,5,5,4,3,4,3,0,3,2,1,6,5,2,1,4,1,2,0,2,0,3,1,2,3,0,1,3,1,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,3,4,7,2,2,3,3,1,0,0,2,2,0,4,3,2,3,0,1,4,2,1,1,4,2,5,6,2,4,5,3,3,3,7,3,3,1,1,2,2,1,2,0,1,2,4,2,5,6,2,1,2,2,1,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD","AIUDUL DE SUS",1213,67,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” AIUDUL DE SUS",U,1105,377,14,0,0,391,19,20,38,81,45,12,14,41,64,57,5,1,2,2,2,2,5,5,2,1,1,2,2,2,1,1,3,6,4,2,2,2,6,0,6,5,5,3,5,6,3,6,4,3,4,4,5,3,6,5,6,4,3,5,3,1,2,3,4,5,5,0,7,5,3,0,4,1,1,2,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,2,3,2,0,2,1,2,1,0,1,2,3,4,2,3,3,3,3,3,5,7,8,1,4,7,3,4,3,3,1,3,6,6,3,6,2,2,4,2,0,0,4,2,6,3,4,6,10,3,6,2,1,3,0,0,4,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",CIUMBRUD,1213,71,"LICEUL TEHNOLOGIC AGRICOL ”ALEXANDRU BORZA” CIUMBRUD",U,1075,466,19,0,0,485,19,30,29,122,50,18,21,42,90,64,4,2,0,3,6,2,2,2,1,3,3,2,5,1,2,5,6,5,2,5,0,5,1,2,2,5,2,4,11,6,4,12,5,7,11,5,9,5,4,9,1,6,6,5,6,3,3,6,6,1,0,2,5,2,4,1,2,5,3,5,0,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,2,4,2,4,4,0,0,1,2,1,3,4,5,2,4,5,3,3,5,9,2,4,3,4,8,2,6,5,4,7,5,6,5,9,5,3,3,2,3,2,4,5,6,3,6,4,3,8,2,4,5,2,6,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",GÂMBAŞ,1213,68,"FOSTA ŞCOALĂ GENERALĂ GÎMBAŞ",U,398,195,21,0,0,216,12,11,19,50,18,8,15,24,40,19,1,1,1,3,1,3,2,1,0,1,1,0,1,1,2,2,2,3,3,1,1,1,1,3,4,2,0,1,3,3,4,3,6,3,2,2,4,2,5,2,1,0,0,2,2,2,3,1,4,3,2,1,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,2,1,3,3,1,2,0,2,1,0,2,2,4,2,1,1,4,1,3,4,3,4,1,3,3,1,3,3,1,2,0,4,2,2,1,4,0,2,1,0,3,2,2,2,1,2,2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD","GÂRBOVA DE JOS",1213,72,"ŞCOALA PRIMARĂ GÎRBOVA DE JOS",U,391,168,25,0,0,193,9,12,8,42,32,7,12,8,39,24,1,2,2,1,0,1,2,1,0,1,4,2,0,1,1,1,1,0,2,1,2,0,0,1,0,1,1,4,0,2,0,2,2,1,2,2,0,5,8,3,1,2,1,1,0,4,2,2,2,4,3,4,1,4,1,1,3,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,1,0,0,2,0,2,2,0,2,2,2,0,2,0,0,1,1,0,1,1,2,2,1,1,3,1,1,3,3,4,0,2,2,3,1,5,0,1,2,0,4,3,3,1,2,0,3,5,1,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
